a,b,theta,E,E_p1,E_p2,E_t,machine_type,status,file_name
3.7,12.4,10,-48.46453756,-0.035395329,-11.58245784,-6.307207804,2,Done,pentacene_theta=10_a=3.7_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,12.1,20,-53.36554879,-0.097860184,-13.69360103,-6.445656591,1,Done,pentacene_theta=20_a=3.7_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,12.4,15,-50.82762978,-0.058586844,-12.71305767,-6.321085188,1,Done,pentacene_theta=15_a=3.7_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,6.4,20,-70.6668253,-7.644571549,-0.889172885,-13.39983411,2,Done,pentacene_theta=20_a=6.9_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.4,10,-48.98455008,-0.035395329,-11.44837527,-6.504252219,2,Done,pentacene_theta=10_a=3.8_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.6,5,-46.5706672,-0.015465611,-10.33643759,-6.466715199,1,Done,pentacene_theta=5_a=3.9_b=12.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.1,20,-53.9055086,-0.097860184,-13.5703292,-6.642282457,1,Done,pentacene_theta=20_a=3.8_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.4,15,-50.97740638,-0.058586844,-12.49906797,-6.465524185,1,Done,pentacene_theta=15_a=3.8_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,6.5,20,-69.4947069,-7.30297393,-0.889172885,-13.27760332,2,Done,pentacene_theta=20_a=6.9_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.4,10,-48.70265878,-0.035395329,-11.01083451,-6.652549775,2,Done,pentacene_theta=10_a=3.9_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,12.5,5,-46.66277312,-0.017068272,-10.77554524,-6.269386521,1,Done,pentacene_theta=5_a=3.7_b=12.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.1,20,-53.519979,-0.097860184,-13.07709254,-6.792518391,1,Done,pentacene_theta=20_a=3.9_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.4,15,-50.34759969,-0.058586844,-11.97797238,-6.568620313,1,Done,pentacene_theta=15_a=3.9_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,6.2,20,-70.94613,-7.699846395,-1.057478597,-13.35787,2,Done,pentacene_theta=20_a=6.7_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,12.3,10,-48.44091055,-0.038019576,-11.58245784,-6.299988929,2,Done,pentacene_theta=10_a=3.7_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.5,5,-47.27451254,-0.017068272,-10.71251312,-6.453837438,1,Done,pentacene_theta=5_a=3.8_b=12.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.5,15,-49.76629576,-0.055236568,-11.97797238,-6.424969468,1,Done,pentacene_theta=15_a=3.9_b=12.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,12,20,-53.26714017,-0.103378508,-13.69360103,-6.418295272,1,Done,pentacene_theta=20_a=3.7_b=12.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.3,10,-49.15905057,-0.038019576,-11.44837527,-6.546565218,2,Done,pentacene_theta=10_a=3.8_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,6.2,20,-71.5265391,-7.699846395,-0.967709526,-13.54785681,2,Done,pentacene_theta=20_a=6.8_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.5,5,-47.06903313,-0.017068272,-10.33643759,-6.590505351,1,Done,pentacene_theta=5_a=3.9_b=12.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.6,15,-49.09994666,-0.05210592,-11.97797238,-6.259947516,1,Done,pentacene_theta=15_a=3.9_b=12.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12,20,-54.01142225,-0.103378508,-13.5703292,-6.666001707,1,Done,pentacene_theta=20_a=3.8_b=12.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.3,10,-49.04930535,-0.038019576,-11.01083451,-6.737899293,2,Done,pentacene_theta=10_a=3.9_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,6.2,20,-71.51772635,-7.699846395,-0.889172885,-13.58492195,2,Done,pentacene_theta=20_a=6.9_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,12.4,5,-46.71021789,-0.018811495,-10.77554524,-6.280376104,1,Done,pentacene_theta=5_a=3.7_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,12.3,15,-50.9881368,-0.062177456,-12.71305767,-6.359416636,1,Done,pentacene_theta=15_a=3.7_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12,20,-53.8086813,-0.103378508,-13.07709254,-6.861934802,1,Done,pentacene_theta=20_a=3.9_b=12.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,12.2,10,-48.22030314,-0.040847136,-11.58245784,-6.243423295,2,Done,pentacene_theta=10_a=3.7_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,5.9,25,-74.8638318,-9.618810253,-0.790801907,-13.51115187,2,Done,pentacene_theta=25_a=7.3_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6,25,-73.94054748,-9.494029262,-0.731509742,-13.37236737,1,Done,pentacene_theta=25_a=7.4_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.4,5,-47.51013752,-0.018811495,-10.71251312,-6.511872073,1,Done,pentacene_theta=5_a=3.8_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.3,15,-51.3064174,-0.062177456,-12.49906797,-6.545981634,1,Done,pentacene_theta=15_a=3.8_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.2,10,-49.16825237,-0.040847136,-11.44837527,-6.54745189,2,Done,pentacene_theta=10_a=3.8_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.4,5,-47.46623943,-0.018811495,-10.33643759,-6.688935315,1,Done,pentacene_theta=5_a=3.9_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,11.9,20,-52.94553627,-0.109275847,-13.69360103,-6.334945629,1,Done,pentacene_theta=20_a=3.7_b=11.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.3,15,-50.82468299,-0.062177456,-11.97797238,-6.686095832,1,Done,pentacene_theta=15_a=3.9_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6,25,-74.68435014,-9.494029262,-0.790801907,-13.52867195,2,Done,pentacene_theta=25_a=7.3_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,12.3,5,-46.57650806,-0.02071536,-10.77554524,-6.245996714,1,Done,pentacene_theta=5_a=3.7_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,11.9,20,-53.92163059,-0.109275847,-13.5703292,-6.640605122,1,Done,pentacene_theta=20_a=3.8_b=11.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.2,10,-49.2581733,-0.040847136,-11.01083451,-6.788702502,2,Done,pentacene_theta=10_a=3.9_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,12.2,15,-50.97454995,-0.066031622,-12.71305767,-6.354092841,1,Done,pentacene_theta=15_a=3.7_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.3,5,-47.59647035,-0.02071536,-10.71251312,-6.532503347,1,Done,pentacene_theta=5_a=3.8_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,11.9,20,-53.92721793,-0.109275847,-13.07709254,-6.888620292,1,Done,pentacene_theta=20_a=3.9_b=11.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.1,25,-73.86593654,-9.139899013,-0.790801907,-13.50113367,2,Done,pentacene_theta=25_a=7.3_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.2,15,-51.48718546,-0.066031622,-12.49906797,-6.589246566,1,Done,pentacene_theta=15_a=3.8_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.3,5,-47.7415858,-0.02071536,-10.33643759,-6.756819974,1,Done,pentacene_theta=5_a=3.9_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.1,10,-48.98487638,-0.043896834,-11.44837527,-6.500083043,2,Done,pentacene_theta=10_a=3.8_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,11.9,25,-55.31969776,-0.134588345,-14.04537561,-6.739942465,1,Done,pentacene_theta=25_a=3.8_b=11.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12,25,-54.94395231,-0.127858927,-13.81702597,-6.763545626,1,Done,pentacene_theta=25_a=3.9_b=12.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.2,5,-47.50594576,-0.022781123,-10.71251312,-6.508839317,1,Done,pentacene_theta=5_a=3.8_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.2,15,-51.17685415,-0.066031622,-11.97797238,-6.772211539,1,Done,pentacene_theta=15_a=3.9_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12,25,-55.00931124,-0.127858927,-14.04537561,-6.665710542,1,Done,pentacene_theta=25_a=3.8_b=12.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,5.9,25,-74.30345282,-9.618810253,-0.731509742,-13.40070321,2,Done,pentacene_theta=25_a=7.4_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,12.1,15,-50.75931151,-0.070151853,-12.71305767,-6.298223116,1,Done,pentacene_theta=15_a=3.7_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.2,5,-47.87146531,-0.022781123,-10.33643759,-6.78825697,1,Done,pentacene_theta=5_a=3.9_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.1,10,-49.30548128,-0.043896834,-11.01083514,-6.799004334,2,Done,pentacene_theta=10_a=3.9_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.1,25,-54.54346538,-0.121531117,-14.04537561,-6.552412984,1,Done,pentacene_theta=25_a=3.8_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.1,15,-51.49514982,-0.070151853,-12.49906797,-6.58917754,1,Done,pentacene_theta=15_a=3.8_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.1,25,-72.96904402,-9.139899013,-0.731509742,-13.30655663,2,Done,pentacene_theta=25_a=7.4_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,12.2,5,-47.55632477,-0.022781123,-9.750768703,-7.002306279,1,Done,pentacene_theta=5_a=4.0_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,11.9,25,-55.41032276,-0.134588345,-13.81702597,-6.876773531,1,Done,pentacene_theta=25_a=3.9_b=11.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,12.1,10,-48.93623934,-0.043896834,-10.36043106,-7.031895885,2,Done,pentacene_theta=10_a=4.0_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.1,15,-51.38199219,-0.070151853,-11.97797238,-6.821435934,1,Done,pentacene_theta=15_a=3.9_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,12.3,5,-47.23807429,-0.02071536,-9.750768703,-6.92377654,1,Done,pentacene_theta=5_a=4.0_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,5.9,25,-73.43375409,-9.618810253,-0.676744435,-13.21066118,2,Done,pentacene_theta=25_a=7.5_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.1,25,-54.34564913,-0.121531117,-13.81702597,-6.617133738,1,Done,pentacene_theta=25_a=3.9_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,12.2,10,-48.68911837,-0.040847136,-10.36043106,-6.971640492,2,Done,pentacene_theta=10_a=4.0_b=12.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,12,15,-50.31394005,-0.074577054,-12.71305767,-6.184667651,1,Done,pentacene_theta=15_a=3.7_b=12.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6,25,-72.92634322,-9.494029262,-0.676744435,-13.14619896,2,Done,pentacene_theta=25_a=7.5_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,12.4,5,-46.80152813,-0.018811495,-9.750768703,-6.815591933,1,Done,pentacene_theta=5_a=4.0_b=12.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,12.3,10,-48.30753958,-0.038019576,-10.36043106,-6.877659575,2,Done,pentacene_theta=10_a=4.0_b=12.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,11.9,25,-54.67311899,-0.134588345,-13.25632194,-6.972824604,1,Done,pentacene_theta=25_a=4.0_b=11.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.1,25,-71.83708627,-9.139899013,-0.676744435,-13.05094984,2,Done,pentacene_theta=25_a=7.5_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12,15,-51.30455746,-0.074577054,-12.49906797,-6.539316851,1,Done,pentacene_theta=15_a=3.8_b=12.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12,10,-48.58006717,-0.047193772,-11.44837527,-6.397232271,2,Done,pentacene_theta=10_a=3.8_b=12.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.1,5,-47.20824497,-0.025023844,-10.71251312,-6.433292761,1,Done,pentacene_theta=5_a=3.8_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,5.8,25,-74.04362227,-9.394092019,-0.854474092,-13.38662251,2,Done,pentacene_theta=25_a=7.2_b=5.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,12,25,-54.07073449,-0.127858927,-13.25632194,-6.825593188,1,Done,pentacene_theta=25_a=4.0_b=12.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12,10,-49.16566327,-0.047193772,-11.01083451,-6.762401676,2,Done,pentacene_theta=10_a=3.9_b=12.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12,15,-51.41683155,-0.074577054,-11.97797238,-6.827933172,1,Done,pentacene_theta=15_a=3.9_b=12.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,5.9,25,-75.03007175,-9.618810253,-0.854474092,-13.52087577,2,Done,pentacene_theta=25_a=7.2_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.1,5,-47.82980115,-0.025023844,-10.33643759,-6.776719571,1,Done,pentacene_theta=5_a=3.9_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,12,10,-49.02638742,-0.047193772,-10.36043106,-7.052784438,2,Done,pentacene_theta=10_a=4.0_b=12.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,6,25,-75.07770855,-9.494029262,-0.854474092,-13.59517546,2,Done,pentacene_theta=25_a=7.2_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,12.1,25,-53.35957239,-0.121531117,-13.25632194,-6.650966567,1,Done,pentacene_theta=25_a=4.0_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,6.7,30,-65.13091953,-4.992505956,-1.328811411,-13.1220712,1,Done,pentacene_theta=30_a=6.9_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7,6.8,30,-64.75382869,-4.566202017,-1.231925122,-13.2893936,2,Done,pentacene_theta=30_a=7.0_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,5.8,25,-74.1399074,-9.394092019,-0.790801907,-13.44252989,2,Done,pentacene_theta=25_a=7.3_b=5.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,5.6,30,-68.5931068,-10.56663022,-0.488734909,-11.62059414,1,Done,pentacene_theta=30_a=8.3_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,12.1,5,-47.73388751,-0.025023844,-9.750768703,-7.045575603,1,Done,pentacene_theta=5_a=4.0_b=12.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,11.8,25,-55.44872637,-0.141750744,-14.04537561,-6.768618417,2,Done,pentacene_theta=25_a=3.8_b=11.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,5.8,25,-73.79536676,-9.394092019,-0.731509742,-13.38604081,2,Done,pentacene_theta=25_a=7.4_b=5.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,6.8,30,-64.4285275,-4.566202017,-1.328811411,-13.15962516,1,Done,pentacene_theta=30_a=6.9_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,5.5,30,-69.69957636,-10.52576489,-0.522277828,-11.90087273,1,Done,pentacene_theta=30_a=8.2_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,11.8,25,-55.71947686,-0.141750744,-13.81702597,-6.950480855,2,Done,pentacene_theta=25_a=3.9_b=11.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,11.6,30,-55.34695052,-0.175222127,-13.42815112,-7.035051006,1,Done,pentacene_theta=30_a=3.9_b=11.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,11.7,30,-55.26781775,-0.166703051,-13.46854708,-6.999329371,2,Done,pentacene_theta=30_a=4.0_b=11.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,5.9,25,-74.70432127,-9.618810253,-0.923335784,-13.4050073,1,Done,pentacene_theta=25_a=7.1_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,6.9,30,-63.58758378,-4.176077795,-1.328811411,-13.14445134,1,Done,pentacene_theta=30_a=6.9_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,11.8,25,-55.14205972,-0.141750744,-13.25632194,-7.086478588,2,Done,pentacene_theta=25_a=4.0_b=11.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,5.6,30,-69.76238133,-10.56663022,-0.522277828,-11.89614131,1,Done,pentacene_theta=30_a=8.2_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,11.7,30,-54.91700828,-0.166703051,-13.42815112,-6.931824983,2,Done,pentacene_theta=30_a=3.9_b=11.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,6,25,-75.02717391,-9.494029262,-0.923335784,-13.54811096,1,Done,pentacene_theta=25_a=7.1_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7,6.7,30,-65.70461176,-4.992505956,-1.231925122,-13.3139374,1,Done,pentacene_theta=30_a=7.0_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,11.7,25,-55.37067919,-0.149378756,-14.04537561,-6.745292615,2,Done,pentacene_theta=25_a=3.8_b=11.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,5.7,30,-69.133851,-10.33122675,-0.522277828,-11.85671046,1,Done,pentacene_theta=30_a=8.2_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,11.8,30,-54.33538934,-0.158682219,-13.42815112,-6.790430665,2,Done,pentacene_theta=30_a=3.9_b=11.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,6.1,25,-74.64095908,-9.139899013,-0.923335784,-13.62862237,1,Done,pentacene_theta=25_a=7.1_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7,6.9,30,-63.69711691,-4.176077795,-1.231925122,-13.22027777,1,Done,pentacene_theta=30_a=7.0_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,11.7,25,-55.84643217,-0.149378756,-13.81702597,-6.978405678,2,Done,pentacene_theta=25_a=3.9_b=11.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,11.6,30,-55.84047835,-0.175222127,-13.46854708,-7.138234985,2,Done,pentacene_theta=30_a=4.0_b=11.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,5.5,30,-68.65970193,-10.52576489,-0.488734909,-11.65767558,1,Done,pentacene_theta=30_a=8.3_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,6.1,25,-74.45280146,-9.139899013,-0.854474092,-13.61601381,1,Done,pentacene_theta=25_a=7.2_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,11.7,25,-55.45313651,-0.149378756,-13.25632194,-7.160433779,2,Done,pentacene_theta=25_a=4.0_b=11.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,6.7,30,-65.74285724,-4.992505956,-1.142438431,-13.36824212,1,Done,pentacene_theta=30_a=7.1_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,11.8,30,-54.56828215,-0.158682219,-13.46854708,-6.828455888,2,Done,pentacene_theta=30_a=4.0_b=11.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,5.7,30,-67.85777427,-10.33122675,-0.488734909,-11.55446274,1,Done,pentacene_theta=30_a=8.3_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,11.6,25,-55.05998142,-0.15751505,-14.04537561,-6.663550025,2,Done,pentacene_theta=25_a=3.8_b=11.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,6.9,35,-60.99666778,-3.487277638,-1.623571683,-12.69374229,1,Done,pentacene_theta=35_a=6.9_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7,7,35,-61.44318131,-3.209214152,-1.507693177,-13.00234166,1,Done,pentacene_theta=35_a=7.0_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,6.8,30,-64.5911053,-4.566202017,-1.142438431,-13.2934561,2,Done,pentacene_theta=30_a=7.1_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.4,5.5,30,-67.4629249,-10.52576489,-0.457707049,-11.37399526,1,Done,pentacene_theta=30_a=8.4_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.6,30,-55.36959736,-0.175222127,-13.09981969,-7.204878429,1,Done,pentacene_theta=30_a=4.1_b=11.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,11.6,25,-55.76662796,-0.15751505,-13.81702597,-6.954386478,2,Done,pentacene_theta=25_a=3.9_b=11.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,7,35,-60.8791452,-3.209214152,-1.623571683,-12.80339338,1,Done,pentacene_theta=35_a=6.9_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,6.9,30,-63.36340458,-4.176077795,-1.142438431,-13.18159303,2,Done,pentacene_theta=30_a=7.1_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.4,5.6,30,-67.29549645,-10.56663022,-0.457707049,-11.31170548,1,Done,pentacene_theta=30_a=8.4_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,11.6,25,-55.58237847,-0.15751505,-13.25632194,-7.188676121,2,Done,pentacene_theta=25_a=4.0_b=11.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.7,30,-54.67504419,-0.166703051,-13.09981969,-7.035499675,1,Done,pentacene_theta=30_a=4.1_b=11.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.9,7.1,35,-60.54350265,-2.957078124,-1.623571683,-12.84555076,1,Done,pentacene_theta=35_a=6.9_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7,6.6,30,-66.51267647,-5.455447693,-1.231925122,-13.28448271,2,Done,pentacene_theta=30_a=7.0_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.9,5.3,35,-64.95540874,-10.92750495,-0.429019802,-10.56058981,2,Done,pentacene_theta=35_a=8.9_b=5.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
9,5.4,35,-63.12067242,-10.65210712,-0.404495456,-10.25186681,1,Done,pentacene_theta=35_a=9.0_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.4,5.7,30,-66.47877085,-10.33122675,-0.457707049,-11.22522581,1,Done,pentacene_theta=30_a=8.4_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.8,30,-53.87747898,-0.158682219,-13.09981969,-6.840118789,1,Done,pentacene_theta=30_a=4.1_b=11.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,6.6,30,-66.78511119,-5.455447693,-1.142438431,-13.39733473,2,Done,pentacene_theta=30_a=7.1_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7,6.9,35,-61.86319634,-3.487277638,-1.507693177,-12.96831368,2,Done,pentacene_theta=35_a=7.0_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.9,5.4,35,-64.30924162,-10.65210712,-0.429019802,-10.53674694,1,Done,pentacene_theta=35_a=8.9_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,5.5,30,-70.54128565,-10.52576489,-0.558545396,-12.09316627,1,Done,pentacene_theta=30_a=8.1_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,11.5,30,-55.59683505,-0.184274587,-13.42815112,-7.092995907,1,Done,pentacene_theta=30_a=3.9_b=11.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,6.6,30,-66.58947867,-5.455447693,-1.060087784,-13.38960193,2,Done,pentacene_theta=30_a=7.2_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7,7.1,35,-60.84274209,-2.957078124,-1.507693177,-12.97829987,2,Done,pentacene_theta=35_a=7.0_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.9,5.5,35,-63.25229766,-10.22762234,-0.429019802,-10.48475334,1,Done,pentacene_theta=35_a=8.9_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,5.6,30,-70.76620657,-10.56663022,-0.558545396,-12.12896383,1,Done,pentacene_theta=30_a=8.1_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,6.7,30,-65.35742303,-4.992505956,-1.060087784,-13.31305889,2,Done,pentacene_theta=30_a=7.2_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4,11.5,30,-56.25834981,-0.184274587,-13.46854708,-7.23817662,1,Done,pentacene_theta=30_a=4.0_b=11.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,6.9,35,-62.18391168,-3.487277638,-1.401055382,-13.10181141,2,Done,pentacene_theta=35_a=7.1_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
9,5.3,35,-63.86749466,-10.92750495,-0.404495456,-10.30087346,1,Done,pentacene_theta=35_a=9.0_b=5.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.1,5.7,30,-70.27432783,-10.33122675,-0.558545396,-12.12369589,1,Done,pentacene_theta=30_a=8.1_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,6.8,30,-64.04634379,-4.566202017,-1.060087784,-13.19844105,2,Done,pentacene_theta=30_a=7.2_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.5,30,-55.93436138,-0.184274587,-13.09981969,-7.341543205,1,Done,pentacene_theta=30_a=4.1_b=11.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
