a,b,theta,E,E_p1,E_p2,E_t,machine_type,status,file_name
7.1,6.9,32,-63.04446133,-3.890145333,-1.240739127,-13.1956731,3,Done,pentacene_theta=32_a=7.1_b=6.9_cx=0_cy=0_cz=0.log
7.2,6.7,32,-64.7558455,-4.633176787,-1.153732356,-13.2955068,3,Done,pentacene_theta=32_a=7.2_b=6.7_cx=0_cy=0_cz=0.log
7.2,6.8,32,-63.72371078,-4.245280853,-1.153732356,-13.23142109,3,Done,pentacene_theta=32_a=7.2_b=6.8_cx=0_cy=0_cz=0.log
7.2,6.9,32,-62.58797541,-3.890145333,-1.153732356,-13.12505501,3,Done,pentacene_theta=32_a=7.2_b=6.9_cx=0_cy=0_cz=0.log
8.5,5.5,32,-67.55981119,-10.72034382,-0.474456546,-11.29255262,3,Done,pentacene_theta=32_a=8.5_b=5.5_cx=0_cy=0_cz=0.log
8.5,5.6,32,-66.79859512,-10.42626941,-0.474456546,-11.2492858,3,Done,pentacene_theta=32_a=8.5_b=5.6_cx=0_cy=0_cz=0.log
8.5,5.7,32,-65.61845966,-9.980137413,-0.474456546,-11.17731793,3,Done,pentacene_theta=32_a=8.5_b=5.7_cx=0_cy=0_cz=0.log
8.6,5.5,32,-66.3693946,-10.72034382,-0.445548415,-11.00940253,3,Done,pentacene_theta=32_a=8.6_b=5.5_cx=0_cy=0_cz=0.log
8.6,5.7,32,-64.2535978,-9.980137413,-0.445548415,-10.85055653,3,Done,pentacene_theta=32_a=8.6_b=5.7_cx=0_cy=0_cz=0.log
8.7,5.5,32,-65.07019036,-10.72034382,-0.418683457,-10.69803395,3,Done,pentacene_theta=32_a=8.7_b=5.5_cx=0_cy=0_cz=0.log
8.7,5.6,32,-64.13818616,-10.42626941,-0.418683457,-10.6120701,3,Done,pentacene_theta=32_a=8.7_b=5.6_cx=0_cy=0_cz=0.log
8.7,5.7,32,-62.82395933,-9.980137413,-0.418683457,-10.5065794,3,Done,pentacene_theta=32_a=8.7_b=5.7_cx=0_cy=0_cz=0.log
3.9,11.6,32,-53.47076716,-0.178910631,-12.62788699,-6.964292978,3,Done,pentacene_theta=32_a=3.9_b=11.6_cx=0_cy=0_cz=0.log
3.9,11.7,32,-52.84989371,-0.17038779,-12.62788699,-6.813336035,3,Done,pentacene_theta=32_a=3.9_b=11.7_cx=0_cy=0_cz=0.log
3.9,11.8,32,-52.10933401,-0.162353152,-12.62788699,-6.632213431,3,Done,pentacene_theta=32_a=3.9_b=11.8_cx=0_cy=0_cz=0.log
4,11.6,32,-54.6862967,-0.178910631,-13.1175205,-7.023358612,3,Done,pentacene_theta=32_a=4.0_b=11.6_cx=0_cy=0_cz=0.log
4,11.8,32,-53.12566929,-0.162353152,-13.1175205,-6.641480499,3,Done,pentacene_theta=32_a=4.0_b=11.8_cx=0_cy=0_cz=0.log
4.1,11.6,32,-54.71151633,-0.178910631,-13.0697011,-7.053573218,3,Done,pentacene_theta=32_a=4.1_b=11.6_cx=0_cy=0_cz=0.log
4.1,11.7,32,-53.88733214,-0.17038779,-13.0697011,-6.851788593,3,Done,pentacene_theta=32_a=4.1_b=11.7_cx=0_cy=0_cz=0.log
4.1,11.8,32,-52.98785178,-0.162353152,-13.0697011,-6.630935821,3,Done,pentacene_theta=32_a=4.1_b=11.8_cx=0_cy=0_cz=0.log
7,6.8,33,-63.29892918,-4.088783624,-1.389950965,-13.085365,3,Done,pentacene_theta=33_a=7.0_b=6.8_cx=0_cy=0_cz=0.log
7,6.9,33,-62.73554819,-3.752280131,-1.389950965,-13.1127715,3,Done,pentacene_theta=33_a=7.0_b=6.9_cx=0_cy=0_cz=0.log
7,7,33,-62.0101391,-3.446027641,-1.389950965,-13.08454547,3,Done,pentacene_theta=33_a=7.0_b=7.0_cx=0_cy=0_cz=0.log
7.1,6.8,33,-63.60910487,-4.088783624,-1.292453482,-13.21165766,3,Done,pentacene_theta=33_a=7.1_b=6.8_cx=0_cy=0_cz=0.log
7.1,7,33,-61.86850257,-3.446027641,-1.292453482,-13.09788508,3,Done,pentacene_theta=33_a=7.1_b=7.0_cx=0_cy=0_cz=0.log
7.2,6.8,33,-63.46392666,-4.088783624,-1.202391991,-13.22039386,3,Done,pentacene_theta=33_a=7.2_b=6.8_cx=0_cy=0_cz=0.log
7.2,6.9,33,-62.45997341,-3.752280131,-1.202391991,-13.13765729,3,Done,pentacene_theta=33_a=7.2_b=6.9_cx=0_cy=0_cz=0.log
7.2,7,33,-61.35988563,-3.446027641,-1.202391991,-13.01576159,3,Done,pentacene_theta=33_a=7.2_b=7.0_cx=0_cy=0_cz=0.log
8.7,5.4,33,-66.07998071,-10.84958138,-0.439928436,-10.87524027,3,Done,pentacene_theta=33_a=8.7_b=5.4_cx=0_cy=0_cz=0.log
8.7,5.5,33,-65.45975485,-10.62807161,-0.439928436,-10.83093869,3,Done,pentacene_theta=33_a=8.7_b=5.5_cx=0_cy=0_cz=0.log
8.7,5.6,33,-64.38562088,-10.23209523,-0.439928436,-10.76039339,3,Done,pentacene_theta=33_a=8.7_b=5.6_cx=0_cy=0_cz=0.log
8.8,5.4,33,-64.87920016,-10.84958138,-0.413900576,-10.58805906,3,Done,pentacene_theta=33_a=8.8_b=5.4_cx=0_cy=0_cz=0.log
8.8,5.6,33,-63.02530972,-10.23209523,-0.413900576,-10.43332953,3,Done,pentacene_theta=33_a=8.8_b=5.6_cx=0_cy=0_cz=0.log
8.9,5.4,33,-63.58242816,-10.84958138,-0.38966865,-10.27598202,3,Done,pentacene_theta=33_a=8.9_b=5.4_cx=0_cy=0_cz=0.log
8.9,5.5,33,-62.80678313,-10.62807161,-0.38966865,-10.19282565,3,Done,pentacene_theta=33_a=8.9_b=5.5_cx=0_cy=0_cz=0.log
8.9,5.6,33,-61.61026965,-10.23209523,-0.38966865,-10.09168547,3,Done,pentacene_theta=33_a=8.9_b=5.6_cx=0_cy=0_cz=0.log
3.9,11.5,33,-52.60675868,-0.189018562,-12.02907805,-7.042641367,3,Done,pentacene_theta=33_a=3.9_b=11.5_cx=0_cy=0_cz=0.log
3.9,11.6,33,-52.03175872,-0.180011284,-12.02907805,-6.903395015,3,Done,pentacene_theta=33_a=3.9_b=11.6_cx=0_cy=0_cz=0.log
3.9,11.7,33,-51.32490133,-0.171517308,-12.02907805,-6.730927657,3,Done,pentacene_theta=33_a=3.9_b=11.7_cx=0_cy=0_cz=0.log
4,11.5,33,-54.43136449,-0.189018562,-12.80169471,-7.112484484,3,Done,pentacene_theta=33_a=4.0_b=11.5_cx=0_cy=0_cz=0.log
4,11.7,33,-52.93519239,-0.171517308,-12.80169471,-6.747192088,3,Done,pentacene_theta=33_a=4.0_b=11.7_cx=0_cy=0_cz=0.log
4.1,11.5,33,-54.90093273,-0.189018562,-12.95667839,-7.152384708,3,Done,pentacene_theta=33_a=4.1_b=11.5_cx=0_cy=0_cz=0.log
4.1,11.6,33,-54.10690668,-0.180011284,-12.95667839,-6.958381834,3,Done,pentacene_theta=33_a=4.1_b=11.6_cx=0_cy=0_cz=0.log
4.1,11.7,33,-53.22753926,-0.171517308,-12.95667839,-6.742786968,3,Done,pentacene_theta=33_a=4.1_b=11.7_cx=0_cy=0_cz=0.log
7,6.8,34,-62.69520934,-3.937385541,-1.447267729,-12.9814757,3,Done,pentacene_theta=34_a=7.0_b=6.8_cx=0_cy=0_cz=0.log
7,6.9,34,-62.31625856,-3.618384558,-1.447267729,-13.0462385,3,Done,pentacene_theta=34_a=7.0_b=6.9_cx=0_cy=0_cz=0.log
7,7,34,-61.74104775,-3.326627548,-1.447267729,-13.0483143,3,Done,pentacene_theta=34_a=7.0_b=7.0_cx=0_cy=0_cz=0.log
7.1,6.8,34,-63.15938602,-3.937385541,-1.345877173,-13.14821515,3,Done,pentacene_theta=34_a=7.1_b=6.8_cx=0_cy=0_cz=0.log
7.1,7,34,-61.70864063,-3.326627548,-1.345877173,-13.0909078,3,Done,pentacene_theta=34_a=7.1_b=7.0_cx=0_cy=0_cz=0.log
7.2,6.8,34,-63.15016664,-3.937385541,-1.252821205,-13.19243829,3,Done,pentacene_theta=34_a=7.2_b=6.8_cx=0_cy=0_cz=0.log
7.2,6.9,34,-62.28560093,-3.618384558,-1.252821205,-13.13579735,3,Done,pentacene_theta=34_a=7.2_b=6.9_cx=0_cy=0_cz=0.log
7.2,7,34,-61.29508393,-3.326627548,-1.252821205,-13.03404661,3,Done,pentacene_theta=34_a=7.2_b=7.0_cx=0_cy=0_cz=0.log
8.8,5.3,34,-65.633983,-10.9359688,-0.434452783,-10.72328496,3,Done,pentacene_theta=34_a=8.8_b=5.3_cx=0_cy=0_cz=0.log
8.8,5.4,34,-65.27475737,-10.79495664,-0.434452783,-10.70398463,3,Done,pentacene_theta=34_a=8.8_b=5.4_cx=0_cy=0_cz=0.log
8.8,5.5,34,-64.4048277,-10.45584145,-0.434452783,-10.65605981,3,Done,pentacene_theta=34_a=8.8_b=5.5_cx=0_cy=0_cz=0.log
8.9,5.3,34,-64.54427172,-10.9359688,-0.409203036,-10.46348201,3,Done,pentacene_theta=34_a=8.9_b=5.3_cx=0_cy=0_cz=0.log
8.9,5.5,34,-63.12521182,-10.45584145,-0.409203036,-10.34878071,3,Done,pentacene_theta=34_a=8.9_b=5.5_cx=0_cy=0_cz=0.log
9,5.3,34,-63.33896056,-10.9359688,-0.385676431,-10.17391752,3,Done,pentacene_theta=34_a=9.0_b=5.3_cx=0_cy=0_cz=0.log
9,5.4,34,-62.79514407,-10.79495664,-0.385676431,-10.10846948,3,Done,pentacene_theta=34_a=9.0_b=5.4_cx=0_cy=0_cz=0.log
9,5.5,34,-61.77535749,-10.45584145,-0.385676431,-10.02308043,3,Done,pentacene_theta=34_a=9.0_b=5.5_cx=0_cy=0_cz=0.log
8.3,5.4,31,-68.8719986,-10.54619661,-0.513659606,-11.68807154,3,Done,pentacene_theta=31_a=8.3_b=5.4_cx=0_cy=0_cz=0.log
8.3,5.5,31,-69.30100586,-10.70044798,-0.513659606,-11.71819767,3,Done,pentacene_theta=31_a=8.3_b=5.5_cx=0_cy=0_cz=0.log
8.3,5.6,31,-68.96377571,-10.54770138,-0.513659606,-11.71026343,3,Done,pentacene_theta=31_a=8.3_b=5.6_cx=0_cy=0_cz=0.log
7,6.6,32,-64.78327899,-5.056351333,-1.335412816,-12.99993767,3,Done,pentacene_theta=32_a=7.0_b=6.6_cx=0_cy=0_cz=0.log
7.1,6.6,32,-65.48028697,-5.056351333,-1.240739127,-13.22152651,3,Done,pentacene_theta=32_a=7.1_b=6.6_cx=0_cy=0_cz=0.log
7.2,6.6,32,-65.65130855,-5.056351333,-1.153732356,-13.30778529,3,Done,pentacene_theta=32_a=7.2_b=6.6_cx=0_cy=0_cz=0.log
7,6.6,31,-65.70019911,-5.254943188,-1.282778532,-13.15618892,3,Done,pentacene_theta=31_a=7.0_b=6.6_cx=0_cy=0_cz=0.log
7.1,6.6,31,-66.18389386,-5.254943188,-1.190863377,-13.32307018,3,Done,pentacene_theta=31_a=7.1_b=6.6_cx=0_cy=0_cz=0.log
7.2,6.6,31,-66.1693783,-5.254943188,-1.106301385,-13.36172229,3,Done,pentacene_theta=31_a=7.2_b=6.6_cx=0_cy=0_cz=0.log
7.2,6.7,31,-65.09776692,-4.811647533,-1.106301385,-13.31546727,3,Done,pentacene_theta=31_a=7.2_b=6.7_cx=0_cy=0_cz=0.log
7.2,6.8,31,-63.92021177,-4.404982148,-1.106301385,-13.22441118,3,Done,pentacene_theta=31_a=7.2_b=6.8_cx=0_cy=0_cz=0.log
3.9,11.5,31,-54.92591892,-0.18637298,-13.08828543,-7.094150525,3,Done,pentacene_theta=31_a=3.9_b=11.5_cx=0_cy=0_cz=0.log
4,11.5,31,-55.8940652,-0.18637298,-13.33576973,-7.212444945,3,Done,pentacene_theta=31_a=4.0_b=11.5_cx=0_cy=0_cz=0.log
4.1,11.5,31,-55.77199442,-0.18637298,-13.11397004,-7.292827093,3,Done,pentacene_theta=31_a=4.1_b=11.5_cx=0_cy=0_cz=0.log
8.4,5.4,32,-68.62574611,-10.78136477,-0.505616183,-11.51294605,3,Done,pentacene_theta=32_a=8.4_b=5.4_cx=0_cy=0_cz=0.log
8.4,5.5,32,-68.6062318,-10.72034382,-0.505616183,-11.53857795,3,Done,pentacene_theta=32_a=8.4_b=5.5_cx=0_cy=0_cz=0.log
8.4,5.6,32,-67.9692326,-10.42626941,-0.505616183,-11.52636535,3,Done,pentacene_theta=32_a=8.4_b=5.6_cx=0_cy=0_cz=0.log
8.5,5.4,32,-67.72672759,-10.78136477,-0.474456546,-11.30377124,3,Done,pentacene_theta=32_a=8.5_b=5.4_cx=0_cy=0_cz=0.log
8.6,5.4,32,-66.65441591,-10.78136477,-0.445548415,-11.05014738,3,Done,pentacene_theta=32_a=8.6_b=5.4_cx=0_cy=0_cz=0.log
7,6.7,33,-63.66020677,-4.457740679,-1.389950965,-12.99120587,3,Done,pentacene_theta=33_a=7.0_b=6.7_cx=0_cy=0_cz=0.log
7.1,6.7,33,-64.25053555,-4.457740679,-1.292453482,-13.18753681,3,Done,pentacene_theta=33_a=7.1_b=6.7_cx=0_cy=0_cz=0.log
7.2,6.7,33,-64.33777199,-4.457740679,-1.202391991,-13.25437666,3,Done,pentacene_theta=33_a=7.2_b=6.7_cx=0_cy=0_cz=0.log
4,11.5,32,-55.29376403,-0.187954305,-13.1175205,-7.170703607,3,Done,pentacene_theta=32_a=4.0_b=11.5_cx=0_cy=0_cz=0.log
4.1,11.5,32,-55.43476678,-0.187954305,-13.0697011,-7.229863995,3,Done,pentacene_theta=32_a=4.1_b=11.5_cx=0_cy=0_cz=0.log
4.2,11.5,32,-54.7374714,-0.187954305,-12.66393493,-7.25842323,3,Done,pentacene_theta=32_a=4.2_b=11.5_cx=0_cy=0_cz=0.log
4.2,11.6,32,-53.91846542,-0.178910631,-12.66393493,-7.058193574,3,Done,pentacene_theta=32_a=4.2_b=11.6_cx=0_cy=0_cz=0.log
4.2,11.7,32,-53.0200443,-0.17038779,-12.66393493,-6.837849713,3,Done,pentacene_theta=32_a=4.2_b=11.7_cx=0_cy=0_cz=0.log
8.6,5.3,33,-66.99825876,-10.81026663,-0.467902832,-11.11047996,3,Done,pentacene_theta=33_a=8.6_b=5.3_cx=0_cy=0_cz=0.log
8.6,5.4,33,-67.15257351,-10.84958138,-0.467902832,-11.12940127,3,Done,pentacene_theta=33_a=8.6_b=5.4_cx=0_cy=0_cz=0.log
8.6,5.5,33,-66.64662726,-10.62807161,-0.467902832,-11.1136696,3,Done,pentacene_theta=33_a=8.6_b=5.5_cx=0_cy=0_cz=0.log
8.7,5.3,33,-66.06174025,-10.81026663,-0.439928436,-10.89033753,3,Done,pentacene_theta=33_a=8.7_b=5.3_cx=0_cy=0_cz=0.log
8.8,5.3,33,-64.96895669,-10.81026663,-0.413900576,-10.63015557,3,Done,pentacene_theta=33_a=8.8_b=5.3_cx=0_cy=0_cz=0.log
7,6.7,34,-62.83722991,-4.286712828,-1.447267729,-12.8423172,3,Done,pentacene_theta=34_a=7.0_b=6.7_cx=0_cy=0_cz=0.log
7.1,6.7,34,-63.60666762,-4.286712828,-1.345877173,-13.0853719,3,Done,pentacene_theta=34_a=7.1_b=6.7_cx=0_cy=0_cz=0.log
7.2,6.7,34,-63.85348989,-4.286712828,-1.252821205,-13.19360546,3,Done,pentacene_theta=34_a=7.2_b=6.7_cx=0_cy=0_cz=0.log
4,11.4,33,-54.98853564,-0.19857554,-12.80169471,-7.246998783,3,Done,pentacene_theta=33_a=4.0_b=11.4_cx=0_cy=0_cz=0.log
4.1,11.4,33,-55.58241361,-0.19857554,-12.95667839,-7.317976439,3,Done,pentacene_theta=33_a=4.1_b=11.4_cx=0_cy=0_cz=0.log
4.2,11.4,33,-55.21396986,-0.19857554,-12.69406671,-7.357171341,3,Done,pentacene_theta=33_a=4.2_b=11.4_cx=0_cy=0_cz=0.log
4.2,11.5,33,-54.42848547,-0.189018562,-12.69406671,-7.165578733,3,Done,pentacene_theta=33_a=4.2_b=11.5_cx=0_cy=0_cz=0.log
4.2,11.6,33,-53.55316173,-0.180011284,-12.69406671,-6.951251438,3,Done,pentacene_theta=33_a=4.2_b=11.6_cx=0_cy=0_cz=0.log
8.7,5.2,34,-66.07569356,-10.78729851,-0.461558705,-10.89449478,3,Done,pentacene_theta=34_a=8.7_b=5.2_cx=0_cy=0_cz=0.log
8.7,5.3,34,-66.5745728,-10.9359688,-0.461558705,-10.94487945,3,Done,pentacene_theta=34_a=8.7_b=5.3_cx=0_cy=0_cz=0.log
8.7,5.4,34,-66.34672768,-10.79495664,-0.461558705,-10.95842425,3,Done,pentacene_theta=34_a=8.7_b=5.4_cx=0_cy=0_cz=0.log
8.8,5.2,34,-65.28844211,-10.78729851,-0.434452783,-10.71123488,3,Done,pentacene_theta=34_a=8.8_b=5.2_cx=0_cy=0_cz=0.log
8.9,5.2,34,-64.32260633,-10.78729851,-0.409203036,-10.48240081,3,Done,pentacene_theta=34_a=8.9_b=5.2_cx=0_cy=0_cz=0.log
7.1,6.5,32,-65.91890642,-5.515079968,-1.240739127,-13.10181706,3,Done,pentacene_theta=32_a=7.1_b=6.5_cx=0_cy=0_cz=0.log
7.2,6.5,32,-66.37107005,-5.515079968,-1.153732356,-13.25836135,3,Done,pentacene_theta=32_a=7.2_b=6.5_cx=0_cy=0_cz=0.log
7.3,6.5,32,-66.35310569,-5.515079968,-1.072878947,-13.29429697,3,Done,pentacene_theta=32_a=7.3_b=6.5_cx=0_cy=0_cz=0.log
7.3,6.6,32,-65.39733015,-5.056351333,-1.072878947,-13.2847174,3,Done,pentacene_theta=32_a=7.3_b=6.6_cx=0_cy=0_cz=0.log
7.3,6.7,32,-64.30154082,-4.633176787,-1.072878947,-13.22235734,3,Done,pentacene_theta=32_a=7.3_b=6.7_cx=0_cy=0_cz=0.log
8.2,5.4,31,-69.54054023,-10.54619661,-0.548579282,-11.83774711,3,Done,pentacene_theta=31_a=8.2_b=5.4_cx=0_cy=0_cz=0.log
8.2,5.5,31,-70.15347317,-10.70044798,-0.548579282,-11.91385466,3,Done,pentacene_theta=31_a=8.2_b=5.5_cx=0_cy=0_cz=0.log
8.2,5.6,31,-69.97459893,-10.54770138,-0.548579282,-11.9455094,3,Done,pentacene_theta=31_a=8.2_b=5.6_cx=0_cy=0_cz=0.log
7,6.5,31,-66.07392649,-5.733468509,-1.282778532,-13.0103581,3,Done,pentacene_theta=31_a=7.0_b=6.5_cx=0_cy=0_cz=0.log
7.1,6.5,31,-66.85784713,-5.733468509,-1.190863377,-13.25229584,3,Done,pentacene_theta=31_a=7.1_b=6.5_cx=0_cy=0_cz=0.log
7.2,6.5,31,-67.09567844,-5.733468509,-1.106301385,-13.35403466,3,Done,pentacene_theta=31_a=7.2_b=6.5_cx=0_cy=0_cz=0.log
7.1,6.6,33,-64.68728753,-4.861127952,-1.292453482,-13.09503116,3,Done,pentacene_theta=33_a=7.1_b=6.6_cx=0_cy=0_cz=0.log
7.2,6.6,33,-65.04438339,-4.861127952,-1.202391991,-13.22933588,3,Done,pentacene_theta=33_a=7.2_b=6.6_cx=0_cy=0_cz=0.log
7.3,6.6,33,-64.95302797,-4.861127952,-1.119305902,-13.24804007,3,Done,pentacene_theta=33_a=7.3_b=6.6_cx=0_cy=0_cz=0.log
7.3,6.7,33,-64.02146177,-4.457740679,-1.119305902,-13.21684215,3,Done,pentacene_theta=33_a=7.3_b=6.7_cx=0_cy=0_cz=0.log
7.3,6.8,33,-62.95805069,-4.088783624,-1.119305902,-13.13546791,3,Done,pentacene_theta=33_a=7.3_b=6.8_cx=0_cy=0_cz=0.log
7.1,6.6,34,-63.81689853,-4.669962051,-1.345877173,-12.94630502,3,Done,pentacene_theta=34_a=7.1_b=6.6_cx=0_cy=0_cz=0.log
7.2,6.6,34,-64.35908976,-4.669962051,-1.252821205,-13.12838081,3,Done,pentacene_theta=34_a=7.2_b=6.6_cx=0_cy=0_cz=0.log
7.3,6.6,34,-64.43071626,-4.669962051,-1.166799624,-13.18929823,3,Done,pentacene_theta=34_a=7.3_b=6.6_cx=0_cy=0_cz=0.log
7.3,6.7,34,-63.67619321,-4.286712828,-1.166799624,-13.19229208,3,Done,pentacene_theta=34_a=7.3_b=6.7_cx=0_cy=0_cz=0.log
7.3,6.8,34,-62.76140412,-3.937385541,-1.166799624,-13.13825845,3,Done,pentacene_theta=34_a=7.3_b=6.8_cx=0_cy=0_cz=0.log
8.3,5.3,32,-68.28458398,-10.50501815,-0.539285859,-11.54899399,3,Done,pentacene_theta=32_a=8.3_b=5.3_cx=0_cy=0_cz=0.log
8.3,5.4,32,-69.30986504,-10.78136477,-0.539285859,-11.66714095,3,Done,pentacene_theta=32_a=8.3_b=5.4_cx=0_cy=0_cz=0.log
8.3,5.5,32,-69.4704687,-10.72034382,-0.539285859,-11.73780234,3,Done,pentacene_theta=32_a=8.3_b=5.5_cx=0_cy=0_cz=0.log
8.4,5.3,32,-67.80627327,-10.50501815,-0.505616183,-11.44625115,3,Done,pentacene_theta=32_a=8.4_b=5.3_cx=0_cy=0_cz=0.log
8.5,5.3,32,-67.07832904,-10.50501815,-0.474456546,-11.27984491,3,Done,pentacene_theta=32_a=8.5_b=5.3_cx=0_cy=0_cz=0.log
8.5,5.3,33,-67.73853482,-10.81026663,-0.498010761,-11.28049501,3,Done,pentacene_theta=33_a=8.5_b=5.3_cx=0_cy=0_cz=0.log
8.5,5.4,33,-68.0599354,-10.84958138,-0.498010761,-11.34118778,3,Done,pentacene_theta=33_a=8.5_b=5.4_cx=0_cy=0_cz=0.log
8.5,5.5,33,-67.69719948,-10.62807161,-0.498010761,-11.36125869,3,Done,pentacene_theta=33_a=8.5_b=5.5_cx=0_cy=0_cz=0.log
3.9,11.4,31,-55.09430496,-0.196001493,-13.08828543,-7.131432776,3,Done,pentacene_theta=31_a=3.9_b=11.4_cx=0_cy=0_cz=0.log
4,11.4,31,-56.24044319,-0.196001493,-13.33576973,-7.294225186,3,Done,pentacene_theta=31_a=4.0_b=11.4_cx=0_cy=0_cz=0.log
4.1,11.4,31,-56.27528756,-0.196001493,-13.11397004,-7.413836122,3,Done,pentacene_theta=31_a=4.1_b=11.4_cx=0_cy=0_cz=0.log
4,11.4,32,-55.74772485,-0.197558973,-13.1175205,-7.279391477,3,Done,pentacene_theta=32_a=4.0_b=11.4_cx=0_cy=0_cz=0.log
4.1,11.4,32,-56.02955339,-0.197558973,-13.0697011,-7.373758313,3,Done,pentacene_theta=32_a=4.1_b=11.4_cx=0_cy=0_cz=0.log
4.2,11.4,32,-55.45186894,-0.197558973,-12.66393493,-7.432220282,3,Done,pentacene_theta=32_a=4.2_b=11.4_cx=0_cy=0_cz=0.log
4,11.3,33,-55.37890459,-0.208722376,-12.80169471,-7.339517603,3,Done,pentacene_theta=33_a=4.0_b=11.3_cx=0_cy=0_cz=0.log
4.1,11.3,33,-56.12273988,-0.208722376,-12.95667839,-7.447984589,3,Done,pentacene_theta=33_a=4.1_b=11.3_cx=0_cy=0_cz=0.log
4.2,11.3,33,-55.88288799,-0.208722376,-12.69406671,-7.519327456,3,Done,pentacene_theta=33_a=4.2_b=11.3_cx=0_cy=0_cz=0.log
8.6,5.2,34,-66.64336672,-10.78729851,-0.490693995,-11.02184543,3,Done,pentacene_theta=34_a=8.6_b=5.2_cx=0_cy=0_cz=0.log
8.6,5.3,34,-67.32787094,-10.9359688,-0.490693995,-11.11863634,3,Done,pentacene_theta=34_a=8.6_b=5.3_cx=0_cy=0_cz=0.log
8.6,5.4,34,-67.26157451,-10.79495664,-0.490693995,-11.17256831,3,Done,pentacene_theta=34_a=8.6_b=5.4_cx=0_cy=0_cz=0.log
7.1,6.4,32,-66.09960671,-6.007981543,-1.240739127,-12.90054134,3,Done,pentacene_theta=32_a=7.1_b=6.4_cx=0_cy=0_cz=0.log
7.2,6.4,32,-66.87229241,-6.007981543,-1.153732356,-13.13721615,3,Done,pentacene_theta=32_a=7.2_b=6.4_cx=0_cy=0_cz=0.log
7.3,6.4,32,-67.12818847,-6.007981543,-1.072878947,-13.24161687,3,Done,pentacene_theta=32_a=7.3_b=6.4_cx=0_cy=0_cz=0.log
7.1,6.4,31,-67.30625322,-6.244822643,-1.190863377,-13.1087203,3,Done,pentacene_theta=31_a=7.1_b=6.4_cx=0_cy=0_cz=0.log
7.2,6.4,31,-67.83418492,-6.244822643,-1.106301385,-13.28298421,3,Done,pentacene_theta=31_a=7.2_b=6.4_cx=0_cy=0_cz=0.log
7.3,6.4,31,-67.87458903,-6.244822643,-1.027655557,-13.33240816,3,Done,pentacene_theta=31_a=7.3_b=6.4_cx=0_cy=0_cz=0.log
7.3,6.5,31,-66.8916398,-5.733468509,-1.027655557,-13.34234792,3,Done,pentacene_theta=31_a=7.3_b=6.5_cx=0_cy=0_cz=0.log
7.3,6.6,31,-65.7566976,-5.254943188,-1.027655557,-13.29787503,3,Done,pentacene_theta=31_a=7.3_b=6.6_cx=0_cy=0_cz=0.log
7.1,6.5,33,-64.87685328,-5.299837763,-1.292453482,-12.9230677,3,Done,pentacene_theta=33_a=7.1_b=6.5_cx=0_cy=0_cz=0.log
7.2,6.5,33,-65.54325384,-5.299837763,-1.202391991,-13.13469858,3,Done,pentacene_theta=33_a=7.2_b=6.5_cx=0_cy=0_cz=0.log
7.3,6.5,33,-65.71464941,-5.299837763,-1.119305902,-13.21909052,3,Done,pentacene_theta=33_a=7.3_b=6.5_cx=0_cy=0_cz=0.log
8.1,5.4,31,-69.9391647,-10.54619661,-0.586317734,-11.918534,3,Done,pentacene_theta=31_a=8.1_b=5.4_cx=0_cy=0_cz=0.log
8.1,5.5,31,-70.77404542,-10.70044798,-0.586317734,-12.0501285,3,Done,pentacene_theta=31_a=8.1_b=5.5_cx=0_cy=0_cz=0.log
8.1,5.6,31,-70.78874296,-10.54770138,-0.586317734,-12.13017618,3,Done,pentacene_theta=31_a=8.1_b=5.6_cx=0_cy=0_cz=0.log
7.2,6.5,34,-64.62597729,-5.089057154,-1.252821205,-12.98555514,3,Done,pentacene_theta=34_a=7.2_b=6.5_cx=0_cy=0_cz=0.log
7.3,6.5,34,-64.98626592,-5.089057154,-1.166799624,-13.11863809,3,Done,pentacene_theta=34_a=7.3_b=6.5_cx=0_cy=0_cz=0.log
7.4,6.5,34,-64.92249333,-5.089057154,-1.087070713,-13.1425594,3,Done,pentacene_theta=34_a=7.4_b=6.5_cx=0_cy=0_cz=0.log
7.4,6.6,34,-64.1223227,-4.669962051,-1.087070713,-13.15206429,3,Done,pentacene_theta=34_a=7.4_b=6.6_cx=0_cy=0_cz=0.log
7.4,6.7,34,-63.16107527,-4.286712828,-1.087070713,-13.10337705,3,Done,pentacene_theta=34_a=7.4_b=6.7_cx=0_cy=0_cz=0.log
8.4,5.3,33,-68.2389364,-10.81026663,-0.530508249,-11.38934666,3,Done,pentacene_theta=33_a=8.4_b=5.3_cx=0_cy=0_cz=0.log
8.4,5.4,33,-68.76158947,-10.84958138,-0.530508249,-11.50035255,3,Done,pentacene_theta=33_a=8.4_b=5.4_cx=0_cy=0_cz=0.log
8.4,5.5,33,-68.57436057,-10.62807161,-0.530508249,-11.56430021,3,Done,pentacene_theta=33_a=8.4_b=5.5_cx=0_cy=0_cz=0.log
8.2,5.4,32,-69.7349604,-10.78136477,-0.575611158,-11.75525213,3,Done,pentacene_theta=32_a=8.2_b=5.4_cx=0_cy=0_cz=0.log
8.2,5.5,32,-70.11221062,-10.72034382,-0.575611158,-11.88007517,3,Done,pentacene_theta=32_a=8.2_b=5.5_cx=0_cy=0_cz=0.log
8.2,5.6,32,-69.81936049,-10.42626941,-0.575611158,-11.95389984,3,Done,pentacene_theta=32_a=8.2_b=5.6_cx=0_cy=0_cz=0.log
